ticker,name,exchange,description
PERF,Perfect Corp.,NYSE,"Perfect Corp., an artificial intelligence software as a service company, provides artificial intelligence (AI)- and augmented reality (AR)-powered solutions for beauty, fashion, and skincare industries worldwide.It offers AI- and AR-makeup; AI skin diagnosis; AI- and AR-hair color dye and hairstyle; AI hair color AI hairstyle; AI- and AR-jewelry (earrings, rings, and bracelets); AI- and AR-accessories, glasses, and watches; AI- and AR-nails; AI- and AR-menâs grooming; AI avatar; AI selfie; AI text-to-image; and AI headshot and AI studio.The company also provides AI photo editing tools, such as AI remove background, AI blur background, AI object removal, AI image extender, AI replacement, and AI photo/video enhancement; and AI face attributes and AI product recommendation.In addition, it offers YouCam platform apps, including YouCam makeup, YouCam perfect, YouCam video, YouCam AI Pro, YouCam enhance, and YouCam nails.Further, it provides licensing offline technology software development kit (SDK) and AR/AI offline solutions; AR/AI cloud solutions and subscription; and advertisement services, as well as designs and develops apps to brand customers.The company serves brand owners and individual consumers. The company was founded in 2015 and is headquartered in New Taipei City, Taiwan."
PERI,Perion Network Ltd.,NASDAQ,"Perion Network Ltd. provides digital advertising solutions to brands, agencies, and publishers in North America, Europe, and internationally.It offers Wildfire, a content monetization platform; search monetization solutions, including website monetization, search mediation, and app monetization; and cross-channel digital advertising software as a service platform.The company also provides supply management platform; demand management platform for campaign planning and design; analytics platform, which provides information and performance insights; creative platform, a robust media platform; and an AI platform that uses machine learning to bring intelligence to the various phases of campaigns.In addition, it offers an actionable performance monitoring platform to support the various phases of campaign management; an online video player and integrated ad server to upload, manage, and stream video content; content monetization system, which integrates ads within the content layouts at the page level.Further, the company provides a publisher management system that provides analytics and performance optimization tools, as well as reports; search-demand management systems; monetization products that integrate and onboards demand vendors; and AI Systems.Additionally, it offers Intelligent HUB (iHUB), which connects the supply and demand sides of the marketplace; and strategic optimization of relevant traits (SORT), a provisional patent technology that eliminates the need for cookies.The company was formerly known as IncrediMail Ltd. and changed its name to Perion Network Ltd. in November 2011.Perion Network Ltd. was incorporated in 1999 and is headquartered in Holon, Israel."
PET,Wag! Group Co.,NASDAQ,"Wag! Group Co. develops and supports a proprietary marketplace technology platform available as a website and mobile app that enables independent pet caregivers to connect with pet parents.Its platform allows pet parents, who require specific pet care services, such as dog walking, pet sitting and boarding, advice from licensed pet experts, home visits, training, and pet insurance comparison tools.The company was founded in 2014 and is headquartered in San Francisco, California."
PEV,Phoenix Motor Inc.,NASDAQ,"Phoenix Motor Inc. designs, develops, manufactures, assembles, and integrates electric drive systems, and light and medium duty electric vehicles in the United States and internationally.It provides chargers, electric forklifts, shuttle buses, Type A school buses, utility and service trucks, flatbed and cargo trucks, and walk-in vans.The company offers its products under the Phoenix Motorcars and EdisonFuture brand names. It also engages in the sale and leasing dealership of material handling products including electric lithium-ion forklifts and pallet jacks.It serves medium-duty fleet customers, including utilities, cities, municipalities, transit agencies, airports, hotels, seaports, school districts, parking companies, universities, and corporate campuses.The company was founded in 2003 and is headquartered in Anaheim, California."
PFBC,Preferred Bank,NASDAQ,"Preferred Bank provides various commercial banking products and services to small and mid-sized businesses and their owners, entrepreneurs, real estate developers and investors, professionals, and high net worth individuals.The company accepts checking, savings, and money market deposit accounts; fixed-rate and fixed maturity retail, and non-retail certificates of deposit; and individual retirement accounts.It also provides real estate mortgage loans that are secured by retail, industrial, office, special purpose, and residential single and multi-family properties; real estate construction loans; commercial loans comprising lines of credit for working capital, term loans for capital expenditures, and commercial and stand-by letters of credit; and small business administration loans.In addition, the company offers trade finance services, including commercial and export letters of credit, import lines of credit, documentary collections, international wire transfers, acceptances/trust receipt financing products, export financing, and bills purchase programs.Further, it provides cash management services; and internet, mobile, and tablet banking services. The company operates through full-service branch offices in the California counties of Los Angeles, Orange and San Francisco; Flushing, New York; Houston suburb of Sugar Land, Texas; and a satellite office in Manhattan, New York.The company was incorporated in 1991 and is headquartered in Los Angeles, California."
PFC,Premier Financial Corp.,NASDAQ,"Premier Financial Corp., through its subsidiaries, provides various banking services.It offers demand, checking, money market, and savings accounts, as well as certificates of deposits and certificates of deposit account registry service; and investment products.The company also provides residential and commercial real estate, commercial, construction, home improvement and home equity, installment, and consumer loans.In addition, it invests in the U.S. treasury and federal government agency obligations, obligations of states and political subdivisions, mortgage-backed securities that are issued by federal agencies, residential collateralized mortgage obligations, and corporate bonds.Further, the company offers property and casualty, life, and group health insurance agency services; mezzanine funding services; and digital banking services, which include mobile banking, zelle, online bill pay, and online account opening, as well as the MoneyPass ATM network.It operates in Ohio, Michigan, Indiana, Pennsylvania, and West Virginia. The company was formerly known as First Defiance Financial Corp. and changed its name to Premier Financial Corp. in June 2020.Premier Financial Corp. was founded in 1920 and is headquartered in Defiance, Ohio."
PFE,Pfizer Inc.,NYSE,"Pfizer Inc. discovers, develops, manufactures, markets, distributes, and sells biopharmaceutical products in the United States, Europe, and internationally.The company offers medicines and vaccines in various therapeutic areas, including cardiovascular metabolic, migraine, and womenâs health under the Eliquis, Nurtec ODT/Vydura, Zavzpret, and the Premarin family brands; infectious diseases with unmet medical needs under the Prevnar family, Abrysvo, Nimenrix, FSME/IMMUN-TicoVac, and Trumenba brands; and COVID-19 prevention and treatment, and potential future mRNA and antiviral products under the Comirnaty and Paxlovid brands.It also provides medicines and vaccines in various therapeutic areas, such as biosimilars for chronic immune and inflammatory diseases under the Xeljanz, Enbrel, Inflectra, Litfulo, Velsipity, and Cibinqo brands; amyloidosis, hemophilia, endocrine diseases, and sickle cell disease under the Vyndaqel family, Oxbryta, BeneFIX, Somavert, Ngenla, and Genotropin brands; sterile injectable and anti-infective medicines under the Sulperazon, Medrol, Zavicefta, Zithromax, and Panzyga brands; and biologics, small molecules, immunotherapies, and biosimilars under the Ibrance, Xtandi, Inlyta, Bosulif, Mektovi, Padcev, Adcetris, Talzenna, Tukysa, Elrexfio, Tivdak, Lorbrena, and Braftovi brands.In addition, the company involved in the contract manufacturing business. It serves wholesalers, retailers, hospitals, clinics, government agencies, pharmacies, individual provider offices, retail pharmacies, and integrated delivery systems.The company has collaboration agreements with Bristol-Myers Squibb Company; Astellas Pharma US, Inc.; Merck KGaA; and BioNTech SE, as well as has strategic clinical collaboration with Acepodia Inc. for the development of antibody-cell conjugation-based cell therapies in autoimmune diseases.Pfizer Inc. was founded in 1849 and is headquartered in New York, New York."
PFGC,Performance Food Group Company,NYSE,"Performance Food Group Company, through its subsidiaries, engages in the marketing and distribution of food and food-related products in North America.It operates through three segments: Foodservice, Vistar, and Convenience. The company offers beef, pork, poultry, and seafood; frozen food and refrigerated products; dry groceries, dairy, bread, candy, snacks, beverages, and other products; cigarettes, alternative nicotine products, and other tobacco products; and health and beauty care products.It also sells disposables, cleaning and kitchen supplies, and related products. In addition, the company offers value-added services in the areas of product selection and procurement, menu development, and operational strategy.It serves independent and chain restaurants, schools, business and industry locations, hospitals, vending distributors, office coffee service distributors, retailers, convenience stores, theaters, hospitality providers, concessionaires, airport gift shops, college bookstores, corrections facilities, and impulse locations, as well as franchises and other institutional customers.The company was founded in 1885 and is headquartered in Richmond, Virginia."
PFIS,Peoples Financial Services Corp.,NASDAQ,"Peoples Financial Services Corp. operates as the bank holding company for Peoples Security Bank and Trust Company that provides various commercial and retail banking services.The company accepts money market, negotiable order of withdrawal, savings, individual retirement, demand deposit, and certificates of deposit accounts.It also provides residential real estate, automobile, manufactured housing, personal, and home equity loans; and commercial real estate, working capital, construction, small business administration, and agricultural loans, as well as loans for equipment and other commercial needs, and mineral rights.In addition, the company offers fiduciary and investment services; investment management, IRA trustee, estate administration, living and life insurance trust, trustee under will, guardianship, custodial/IRA custodial, and corporate trust services, as well as pension and profit-sharing plans.Further, it provides wealth management products and services comprising investment portfolio management, estate and business succession planning, annuities, insurance, retirement plan, and tax planning, as well as education funding strategies; and securities, brokerage, and investor services.Additionally, the company offers small business checking and merchant money market accounts, online and telephone banking, business credit cards, merchant line of credit, and financial checkup services; and remote deposit capture, automatic clearing house transaction, cash management, automated teller machine, point of sale transaction, safe deposit box, night depository, direct deposit, and official check services.It serves business, non-profit, governmental, municipal agency, and professional customers, as well as retail customers.Peoples Financial Services Corp. was founded in 1905 and is headquartered in Scranton, Pennsylvania."
PFLT,PennantPark Floating Rate Capital Ltd.,NYSE,"PennantPark Floating Rate Capital Ltd. is a business development company.It seeks to make secondary direct, debt, equity, and loan investments. The fund seeks to invest through floating rate loans in private or thinly traded or small market-cap, public middle market companies.It primarily invests in the United States and to a limited extent non-U.S. companies. The fund typically invests between $2 million and $20 million.The fund also invests in equity securities, such as preferred stock, common stock, warrants or options received in connection with debt investments or through direct investments.It primarily invests between $10 million and $50 million in investments in senior secured loans and mezzanine debt.It seeks to invest in companies not rated by national rating agencies. The companies if rated would be between BB and CCC under the Standard & Poor's system.The fund invests 30% is invested in non-qualifying assets like investments in public companies whose securities are not thinly traded or do not have a market capitalization of less than $250 million, securities of middle-market companies located outside of the United States, high-yield bonds, distressed debt, private equity, securities of public companies that are not thinly traded, and investment companies as defined in the 1940 Act.Under normal conditions, the fund expects atleast 80 percent of its net assets plus any borrowings for investment purposes to be invested in Floating Rate Loans and investments with similar economic characteristics, including cash equivalents invested in money market funds.It expects to represent 65 percent of its portfolio through senior secured loans. In case of floating rate loans, it holds investments for a period of three to ten years."
PFMT,Performant Financial Corporation,NASDAQ,"Performant Financial Corporation provides technology-enabled audit, recovery, and analytics services in the United States.The company identifies improper payments resulting from incorrect coding, procedures that were not medically necessary, incomplete documentation or claims submitted based on outdated fee schedules, and coverage discrepancies; and provides first party call center and other outsourced services.The company also offers Performant Insight that provides various services, such as post- and pre-payment audit of healthcare claims, detection of fraud, waste and abuse of healthcare claims, coordination of benefits, and pharmacy fraud detection services.It offers services to government and commercial healthcare markets. The company was formerly known as DCS Holdings, Inc. and changed its name to Performant Financial Corporation in 2005.Performant Financial Corporation was founded in 1976 and is headquartered in Plantation, Florida."
PFTA,Perception Capital Corp. III,NASDAQ,"Perception Capital Corp. III does not have significant operations.It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities in the financial technology or financial services ecosystem.The company was formerly known as Portage Fintech Acquisition Corporation and changed its name to Perception Capital Corp. III in October 2023.The company was incorporated in 2021 and is based in Minneapolis, Minnesota."
PFX,PhenixFIN Corporation,NASDAQ,"PhenixFIN Corporation is a business development company.The firm seeks to invest in privately negotiated debt and equity securities of small and middle market companies.It primarily invests in the following sectors: business services; buildings and real estate; automobile; oil and gas; aerospace and defense; home and office furnishings, housewares, and durable consumer products; healthcare, education and childcare; personal, food, and miscellaneous services; retail stores, diversified or conglomerate manufacturing; telecommunications; mining, steel, iron, and non-precious metals; leisure, amusement, motion pictures, and entertainment; chemicals, plastics, and rubber; finance; personal and nondurable consumer products (manufacturing only); beverage, food, and tobacco; containers, packaging, and glass; structure finance securities; machinery (non-agriculture, non-construction, non-electric); diversified or conglomerate service; restaurant and franchise; electronics; and cargo transport.The firm seeks to invest in companies located in North America. The firm targets private debt transactions in companies with enterprise values or asset values between $25 million and $250 million.The firm seeks to invest in companies with debt investment values between $10 million and $50 million.It exits its investments between three years and seven years; it holds most of its investments to maturity or repayment, but may realize or sell some investments earlier.The firm may take a board seat on its investee companies and can also offer managerial assistance to certain portfolio companies.It structures its investments as first lien senior secured loans, second lien senior secured loans, senior secured notes, senior subordinated notes, subordinate notes, unitranche loans, and seeks warrants or other equity participation.The firm may co-invest in privately negotiated transactions under certain conditions. PhenixFIN Corporation was founded in 2010 and is headquartered in New York, New York."
PGC,Peapack-Gladstone Financial Corporation,NASDAQ,"Peapack-Gladstone Financial Corporation operates as the bank holding company for Peapack-Gladstone Bank that provides private banking and wealth management services in the United States.The company operates in two segments, Banking and Peapack Private. It offers checking and savings accounts, money market and interest-bearing checking accounts, certificates of deposit, and individual retirement accounts.The company also provides working capital lines of credit, term loans for fixed asset acquisitions, commercial mortgages, multi-family mortgages, and other forms of asset-based financing services; and residential mortgages, home equity lines of credit, and other second mortgage loans.In addition, it offers corporate and industrial (C&I) and equipment finance, commercial real estate, multifamily, residential, and consumer lending activities; treasury management services; C&I advisory services; escrow management; deposit generation; investment management services; personal trust services, including services as executor, trustee, administrator, custodian, and guardian; and other financial planning, tax preparation, and advisory services.Further, the company provides telephone and Internet banking, merchant credit card, and customer support sales services.Its private banking clients include businesses, non-profits, and consumers; wealth management clients comprise individuals, families, foundations, endowments, trusts, and estates; and commercial loan clients include business owners, professionals, retailers, contractors, and real estate investors.The company operates its private banking locations in Bedminster, Morristown, Princeton, and Teaneck, New Jersey; and branches in Somerset, Morris, Hunterdon, and Union counties, as well as operates automated teller machines.Peapack-Gladstone Financial Corporation was founded in 1921 and is headquartered in Bedminster, New Jersey."
PGHL,Primega Group Holdings Limited,NASDAQ,"Primega Group Holdings Limited, through its subsidiaries, provides soil and rock transportation services in Hong Kong.The company offers various services, including diesel oil trading; and construction works comprising excavation and lateral support works, and bored piling.It primarily serves foundation and site formation subcontractors of property development and civil engineering projects.Primega Group Holdings Limited was incorporated in 2022 and is based in San Po Kong, Hong Kong."
PGRU,PropertyGuru Group Limited,NYSE,"PropertyGuru Group Limited operates digital property classifieds marketplaces that connects homeowners and tenants with verified home service providers in Singapore, Vietnam, Malaysia, Thailand, and Indonesia.The company offers digital and marketing services for developers. It also offers data and sales process automation products.In addition, the company provides a range of data products and services for agents/agencies, property developers and valuers, and financial institution customers.It serves agents and developers to advertise residential and commercial properties for sale or rent to property seekers.PropertyGuru Group Limited was founded in 2007 and is based in Singapore."
PGY,Pagaya Technologies Ltd.,NASDAQ,"Pagaya Technologies Ltd., a product-focused technology company, deploys data science and proprietary artificial intelligence-powered technology for financial institutions and investors in the United States, Israel, the Cayman Islands, and internationally.The company develops and implements proprietary artificial intelligence technology and related software solutions to assist partners to originate loans and other assets.Its partners include high-growth financial technology companies, incumbent banks and financial institutions, auto finance providers, and residential real estate service providers.Pagaya Technologies Ltd. was incorporated in 2016 and is headquartered in New York, New York."
PH,Parker-Hannifin Corporation,NYSE,"Parker-Hannifin Corporation manufactures and sells motion and control technologies and systems for various mobile, industrial, and aerospace markets worldwide.The company operates through two segments: Diversified Industrial and Aerospace Systems. The Diversified Industrial segment offers various motion-control systems and components, such as active and passive vibration control, high purity sealing, coatings, high temperature sealing, cryogenic valves and fittings, HVAC/R controls and monitoring, elastomeric, fabric reinforced, metal, precision cut seals, hydrogen and natural gas filters, electric and hydraulic pumps and motors, industrial air, gas filtration, electric and hydraulic valves, miniature pumps and valves, electromagnetic interface shielding, pneumatic actuators, regulators and valves, electromechanical and hydraulic actuators, power take offs, electronics, drives and controllers, process filtration solutions, engine filtration solutions, rubber to substrate adhesives, fluid condition monitoring, sensors and diagnostics, fluid conveyance hose and tubing, structural adhesives, high pressure connectors, fittings, valves and regulators, thermal management, high purity fittings.The Aerospace Systems segment offers products for use in commercial and defense airframe and engine programs, such as avionics, electric & hydraulic braking systems, electric power, electromechanical actuators, engine exhaust systems and components, fire detection and suppression, flight control systems, fluid conveyance, fuel systems & components, fuel tank inerting systems, hydraulic pumps & motors, hydraulic valves & actuators, pneumatics, seals, sensors, and thermal management products.The company sells its products to original equipment manufacturers, distributors, direct-sales employees, and sales representatives.Parker-Hannifin Corporation was founded in 1917 and is headquartered in Cleveland, Ohio."
PHAR,Pharming Group N.V.,NASDAQ,"Pharming Group N.V., a biopharmaceutical company, develops and commercializes protein replacement therapies and precision medicines for the treatment of rare diseases in the United States, Europe, and internationally.The company offers RUCONEST, a recombinant C1 esterase inhibitor for the treatment of acute attacks in adult and adolescent patients with acute hereditary angioedema (HAE); and Joenja (leniolisib), an oral small molecule PI3Káº inhibitor for the treatment of activated phosphoinositide 3-kinase delta syndrome.It also develops OTL-105, an investigational ex-vivo autologous hematopoietic stem cell gene therapy for the treatment of HAE.The company has a development collaboration and license agreement with Novartis; and a strategic collaboration agreement with Orchard Therapeutics plc for research, development, manufacturing, and commercialization of OTL-105.Pharming Group N.V. was incorporated in 1988 and is headquartered in Leiden, the Netherlands."
PHIN,PHINIA Inc.,NYSE,"PHINIA Inc. engages in the development, design, and manufacture of integrated components and systems that optimize performance, increase efficiency, and reduce emissions in combustion and hybrid propulsion for commercial and light vehicles, and industrial applications.The company operates through Fuel Systems and Aftermarket segments. The Fuel Systems segment provides advanced fuel injection systems, including pumps, injectors, fuel rail assemblies, and engine control modules; fuel delivery modules; canisters; sensors; and electronic control modules.The segment also offers complete systems comprising associated software and calibration services, that reduce emissions and improve fuel economy for traditional and hybrid applications.The Aftermarket segment is involved in the sale of starters, alternators, and other new and remanufactured products, as well as maintenance, test equipment, and vehicle diagnostics solutions.It servs original equipment manufacturers of passenger cars, trucks, vans, sport-utility vehicles, medium-duty and heavy-duty trucks, and buses, as well as other off-highway construction, marine, and agricultural and industrial applications.PHINIA Inc. was incorporated in 2023 and is based in Auburn Hills, Michigan."
PHIO,Phio Pharmaceuticals Corp.,NASDAQ,"Phio Pharmaceuticals Corp. engages in the development of immuno-oncology therapeutics in the United States.The company is developing PH-762, an INTASYL compound in Phase 1b dose-escalating clinical trials to reduce the expression of cell death protein 1 (PD-1), a protein that inhibits T cellsâ ability to kill cancer cells; and PH-762 treated double positive tumor infiltrating lymphocytes, which is in Phase 1 clinical trials to treat advanced melanoma and other advanced solid tumors.It is also developing PH-894, an INTASYL compound in IND enabling studies to silence BRD4, a protein that controls gene expression in both T cells and tumor cells, effecting the immune system and the tumor.The company was formerly known as RXi Pharmaceuticals Corporation and changed its name to Phio Pharmaceuticals Corp. in November 2018.Phio Pharmaceuticals Corp. was incorporated in 2011 and is based in Marlborough, Massachusetts."
PHVS,Pharvaris N.V.,NASDAQ,"Pharvaris N.V., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of therapies for rare diseases.The company develops PHA121, a small molecule bradykinin B2-receptor antagonist for the treatment of hereditary angioedema (HAE).It also develops PHVS416, an on-demand, rapid exposure soft capsule for patients suffering from acute HAE attacks which is under Phase 2 clinical trial; and PHVS719, a prophylactic extended-release tablet for HAE patients which is under Phase 1 clinical trial.The company operates in the Netherlands, Switzerland, and the United States. Pharvaris N.V. was incorporated in 2015 and is based in Leiden, the Netherlands."
PHX,PHX Minerals Inc.,NYSE,"PHX Minerals Inc. operates as a natural gas and oil mineral company in the United States.The company produces and sells natural gas, crude oil, and natural gas liquids. Its principal properties are located in Oklahoma, Texas, Louisiana, North Dakota, and Arkansas.The company sells its products to various purchasers, including pipeline and marketing companies. The company was formerly known as Panhandle Oil and Gas Inc. and changed its name to PHX Minerals Inc. in October 2020.PHX Minerals Inc. was founded in 1926 and is headquartered in Fort Worth, Texas."
PII,Polaris Inc.,NYSE,"Polaris Inc. designs, engineers, manufactures, and markets powersports vehicles in the United States, Canada, and internationally.It operates through three segments: Off-Road, On-Road, and Marine. The company offers off-road vehicles (ORVs), including all-terrain vehicles and side-by-side vehicles; military and commercial ORVs; snowmobiles; motorcycles; and moto-roadsters, quadricycles, and boats.It also provides ORV accessories comprising winches, bumper/brushguards, plows, racks, wheels and tires, pull-behinds, cab systems, lighting and audio systems, cargo box accessories, tracks, and oil; snowmobile accessories, which include covers, traction products, reverse kits, electric starters, tracks, bags, windshields, oil, and lubricants; and motorcycle accessories, such as saddle bags, handlebars, backrests, exhausts, windshields, seats, oil, and various chrome accessories.In addition, the company offers light duty hauling and passenger vehicles; gear and apparel, such as helmets, goggles, jackets, gloves, boots, bibs, hats, pants, and leathers; and pontoon and deck boats.The company provides its products through dealers and distributors, and online; and retail and e-commerce marketplaces.The company was formerly known as Polaris Industries Inc. Polaris Inc. was founded in 1945 and is headquartered in Medina, Minnesota."
PIII,P3 Health Partners Inc.,NASDAQ,"P3 Health Partners Inc., a patient-centered and physician-led population health management company, provides superior care services in the United States.It operates clinics and wellness centers. P3 Health Partners Inc. was founded in 2020 and is based in Henderson, Nevada."
PIK,Kidpik Corp.,NASDAQ,"Kidpik Corp. operates as a subscription-based e-commerce company that sells kids apparel, footwear, and accessories.It offers apparel, including tops, bottoms, cardigans, jackets, dresses, and swimwear in knit and woven fabrications; shoes, such as sneakers, boots, sandals, and dress shoes; and accessories comprising sunglasses, jewelry, bags, socks, hats, hair goods, and other items.The company serves its customers through its retail websites, kidpik.com and shop.kidpik.com; third- party websites; and clothing subscription boxes, which provide mix-&-match coordinated outfits that are personalized based on each memberâs preferences.The company was incorporated in 2015 and is based in New York, New York."
PIM,Putnam Master Intermediate Income Trust,NYSE,"Putnam Master Intermediate Income Trust is a closed ended fixed income mutual fund launched and managed by Putnam Investment Management, LLC.The fund is co-managed by Putnam Investments Limited. It invests in the fixed income markets of the United States.The fund invests in bonds of companies operating across diversified sectors. It benchmarks the performance of its portfolio against the Barclays Capital Government/Credit Bond Index.Putnam Master Intermediate Income Trust was formed on April 29, 1988 and is domiciled in the United States."
PIPR,Piper Sandler Companies,NYSE,"Piper Sandler Companies operates as an investment bank and institutional securities firm that serves corporations, private equity groups, public entities, non-profit entities, and institutional investors in the United States and internationally.It offers investment banking services and institutional sales, trading, and research services for various equity and fixed income products; advisory services, such as mergers and acquisitions, equity and debt private placements, and debt and restructuring advisory; raises capital through equity and debt financings; underwrites municipal issuances; and municipal financial advisory and loan placement services, as well as various over-the-counter derivative products.It also provides public finance investment banking services that focus on state and local governments, and cultural and social service non-profit entities, as well as the education, healthcare, hospitality, senior living, housing, and transportation sectors.In addition, the company offers equity and fixed income advisory and trade execution services for institutional investors, corporations, and government and non-profit entities.Further, it is involved in the alternative asset management funds merchant banking and healthcare to invest firm capital and to manage capital from outside investors.The company was formerly known as Piper Jaffray Companies and changed its name to Piper Sandler Companies in January 2020.Piper Sandler Companies was founded in 1895 and is headquartered in Minneapolis, Minnesota."
PITA,Heramba Electric plc,NASDAQ,"Heramba Electric plc, through its subsidiary, Kiepe Electric GmbH, provides systems and components for the electrification of rail vehicles and buses.It also offers charging infrastructure solutions for e-buses. The company is based in DÃ¼sseldorf, Germany."
PJT,PJT Partners Inc.,NYSE,"PJT Partners Inc., an investment bank, provides various strategic and capital markets advisory, restructuring and special situations, and shareholder advisory services to corporations, financial sponsors, institutional investors, and governments worldwide.It offers advisory services to clients on various transactions, including mergers and acquisitions (M&A), spin-offs, activism defense, contested M&A, joint ventures, minority investments, and divestitures.The company also advises private and public company boards and management teams on strategies for building productive investor relationships with a focus on shareholder engagement; and strategic investor relations; environmental, social, and governance matters; and other investor-related matters.In addition, it provides advisory services related to debt and acquisition financings; structured product offerings; public equity raises, including initial public offering and SPAC offerings; and private capital raises for early and later stage companies, as well as other capital structure related matters.Further, the company offers advisory services in financial restructurings and reorganizations; liability management; distressed mergers and acquisitions; and to management teams, corporate boards, sponsors and creditors.Additionally, it provides private fund advisory and fundraising services for a range of investment strategies; and advisory services to general and partners on liquidity and other structured solutions.The company was formerly known as Blackstone Advisory Inc. and changed its name to PJT Partners Inc. in March 2015.PJT Partners Inc. was incorporated in 2014 and is headquartered in New York, New York."
PKE,Park Aerospace Corp.,NYSE,"Park Aerospace Corp., an aerospace company, develops and manufactures solution and hot-melt advanced composite materials used to produce composite structures for the aerospace market in North America, Asia, and Europe.It offers advanced composite materials, including film adhesives and lightning strike protection materials that are used to produce primary and secondary structures for jet engines, large and regional transport aircrafts, military aircrafts, unmanned aerial vehicles, business jets, general aviation aircrafts, and rotary wing aircrafts.The company also provides specialty ablative materials for rocket motors and nozzles; and specially designed materials for radome applications.In addition, it designs and fabricates composite parts, structures and assemblies, and low volume tooling for the aerospace industry.The company was formerly known as Park Electrochemical Corp. and changed its name to Park Aerospace Corp. in July 2019.Park Aerospace Corp. was incorporated in 1954 and is based in Westbury, New York."
PKG,Packaging Corporation of America,NYSE,"Packaging Corporation of America manufactures and sells containerboard and corrugated packaging products in the United States.The company operates through three segments: Packaging, Paper, and Corporate and Other. The Packaging segment offers various containerboard and corrugated packaging products, such as conventional shipping containers used to protect and transport manufactured goods; multi-color boxes and displays that help to merchandise the packaged product in retail locations; and honeycomb protective packaging products, as well as packaging for meat, fresh fruit and vegetables, processed food, beverages, and other industrial and consumer products.This segment sells its corrugated products through a direct sales and marketing organization, independent brokers, and distribution partners.The Paper segment manufactures and sells commodity and specialty papers, as well as communication papers, including cut-size office papers, and printing and converting papers.This segment sells white papers through its sales and marketing organization. The Corporate and Other segment includes corporate support staff services and related assets and liabilities; and transportation assets, such as rail cars and trucks for transportation.Packaging Corporation of America was founded in 1867 and is headquartered in Lake Forest, Illinois."
PKOH,Park-Ohio Holdings Corp.,NASDAQ,"Park-Ohio Holdings Corp. provides supply chain management outsourcing services, capital equipment, and manufactured components in the United States, Europe, Asia, Mexico, Canada, and internationally.It operates through three segments: Supply Technologies, Assembly Components, and Engineered Products.The Supply Technologies segment offers Total Supply Management that comprises engineering and design support, part usage and cost analysis, supplier selection, quality assurance, bar coding, product packaging and tracking, just-in-time and point-of-use delivery, electronic billing, and ongoing technical support services, as well as provides spare parts and aftermarket products; and production components, such as valves, fuel hose assemblies, electro-mechanical hardware, labels, fittings, steering components, and other products.This segment also engineers and manufactures precision cold-formed and cold-extruded fasteners, and other products comprising locknuts, SPAC nuts, SPAC bolts, and wheel hardware.The Assembly Components segment offers direct fuel injection fuel rails and pipes, fuel filler pipes, and flexible multi-layer plastic and rubber assemblies; turbo charging and coolant hoses; and value-added services comprising design engineering, machining, and parts assembly.The Engineered Products segment provides engineered products, including induction heating and melting systems, pipe threading systems, and forged and machined products for ferrous and non-ferrous metals, silicon, coatings, forging, foundry, automotive, and construction equipment industries; engineers and installs mechanical forging presses; sells spare parts; field services; and forges aerospace and defense structural components, such as landing gears and struts, as well as rail products comprising railcar center plates and draft lugs.Park-Ohio Holdings Corp. was founded in 1907 and is headquartered in Cleveland, Ohio."
PKST,Peakstone Realty Trust,NYSE,"Peakstone Realty Trust (NYSE: PKST) is an internally managed, real estate investment trust (REIT) that owns and operates a high-quality, newer-vintage portfolio of predominantly single-tenant industrial and office properties.These assets are generally leased to creditworthy tenants under long-term net lease agreements with contractual rent escalations.As of March 31, 2023, Peakstoneâs wholly-owned portfolio consists of 19 million square feet across 24 states in primarily high-growth, strategic coastal and sunbelt markets."
PKX,POSCO Holdings Inc.,NYSE,"POSCO Holdings Inc., together with its subsidiaries, operates as an integrated steel producer in Korea and internationally.It operates through six segments: Steel, Trading, Construction, Logistics and Others, Green Materials and Energy, and Others.The company engages in the production, import, sale, and export of steel products, such as hot and cold rolled steel, stainless steel, plates, wire rods, and silicon steel sheets, as well as pig iron, billets, blooms, and slabs; trading of steel and raw materials, textiles, agricultural commodities, and other goods; natural resources development and power generation activities; and planning, designing, and construction of industrial plants, civil engineering projects, and commercial and residential buildings.It is also involved in the manufacture and sale of various energy-related and other industrial materials, including anode and cathode materials for rechargeable batteries; investment business; and provision of alternative environmentally-friendly energy solutions, as well as information technology and operational technology, and integrated logistics services.POSCO Holdings Inc. was incorporated in 1968 and is based in Seoul, South Korea."
PL,Planet Labs PBC,NYSE,"Planet Labs PBC engages in the design, construction, and launch constellations of satellites with the intent of providing high cadence geospatial data delivered to customers through an online platform worldwide.The companyâs platform offers planet monitoring, basemap, tasking, apps, and application programming interfaces, as well as analytics and planetary variables.It serves agriculture, mapping, energy, forestry, finance and insurance companies, and government agencies.The company was founded in 2010 and is headquartered in San Francisco, California."
